fecha,trigo,maiz,soja
2025-07-21 03:00:00,253200.0,218000.0,338500.0
2025-07-22 03:00:00,253500.0,216000.0,336000.0
2025-07-23 03:00:00,252500.0,222000.0,340000.0
2025-07-24 03:00:00,256000.0,226100.0,341500.0
2025-07-25 03:00:00,256000.0,226100.0,345000.0
2025-07-28 03:00:00,260000.0,227600.0,360000.0
2025-07-29 03:00:00,259000.0,227600.0,365000.0
2025-07-30 03:00:00,263800.0,227600.0,370000.0
2025-07-31 03:00:00,275500.0,244350.0,385000.0
2025-08-01 03:00:00,273800.0,241200.0,389000.0
2025-08-04 03:00:00,273000.0,241100.0,395000.0
2025-08-05 03:00:00,268800.0,237500.0,392000.0
2025-08-06 03:00:00,268000.0,232800.0,390000.0
2025-08-07 03:00:00,266800.0,231800.0,390300.0
2025-08-08 03:00:00,269985.0,233100.0,390000.0
2025-08-11 03:00:00,266540.0,229770.0,385000.0
2025-08-12 03:00:00,265000.0,227000.0,390000.0
2025-08-13 03:00:00,264700.0,226900.0,390000.0
2025-08-14 03:00:00,262000.0,224600.0,384000.0
2025-08-18 03:00:00,260650.0,227000.0,380000.0
2025-08-19 03:00:00,260550.0,225300.0,380500.0
2025-08-20 03:00:00,262270.0,226500.0,385000.0
2025-08-21 03:00:00,265120.0,229200.0,390000.0
2025-08-22 03:00:00,266200.0,230500.0,392000.0
2025-08-25 03:00:00,274000.0,237450.0,400000.0
2025-08-26 03:00:00,272200.0,235800.0,400000.0
2025-08-27 03:00:00,270000.0,230500.0,394000.0
2025-08-28 03:00:00,265500.0,227700.0,387000.0
2025-08-29 03:00:00,266600.0,233275.0,389000.0
2025-09-01 03:00:00,273000.0,240000.0,395000.0
2025-09-02 03:00:00,271000.0,237000.0,400000.0
2025-09-03 03:00:00,270500.0,237000.0,395000.0
2025-09-04 03:00:00,271000.0,238000.0,400000.0
2025-09-05 03:00:00,270000.0,242300.0,400000.0
2025-09-08 03:00:00,281000.0,242300.0,410000.0
2025-09-09 03:00:00,282500.0,248000.0,415000.0
2025-09-10 03:00:00,282900.0,249000.0,420000.0
2025-09-11 03:00:00,284600.0,250500.0,425000.0
2025-09-12 03:00:00,281600.0,254900.0,435000.0
2025-09-15 03:00:00,284000.0,257500.0,440000.0
2025-09-16 03:00:00,281800.0,263000.0,440000.0
2025-09-17 03:00:00,281300.0,263800.0,440000.0
2025-09-18 03:00:00,281300.0,264000.0,440000.0
2025-09-19 03:00:00,278540.0,263900.0,439800.0
2025-09-22 03:00:00,279000.0,258800.0,505000.0
2025-09-23 03:00:00,272000.0,258400.0,493000.0
2025-09-24 03:00:00,265700.0,250000.0,461000.0
2025-09-25 03:00:00,264000.0,250000.0,449500.0
2025-09-26 03:00:00,263000.0,250000.0,453000.0
2025-09-29 03:00:00,262000.0,242000.0,475000.0
2025-09-30 03:00:00,266000.0,246780.0,480000.0
2025-10-01 03:00:00,275730.0,248800.0,495000.0
2025-10-02 03:00:00,276020.0,250540.0,499800.0
2025-10-03 03:00:00,281700.0,250000.0,495000.0
2025-10-06 03:00:00,281700.0,251000.0,495000.0
2025-10-07 03:00:00,268000.0,251500.0,494600.0
2025-10-08 03:00:00,262885.0,251000.0,494800.0
2025-10-09 03:00:00,262500.0,249700.0,499500.0
2025-10-13 03:00:00,252000.0,237180.0,464800.0
2025-10-14 03:00:00,247000.0,239000.0,464000.0
2025-10-15 03:00:00,250500.0,242700.0,470000.0
2025-10-16 03:00:00,254900.0,250500.0,470000.0
2025-10-17 03:00:00,265100.0,259400.0,480000.0
2025-10-20 03:00:00,270000.0,262200.0,475000.0
2025-10-21 03:00:00,272500.0,265200.0,480000.0
2025-10-22 03:00:00,272300.0,266000.0,480000.0
2025-10-23 03:00:00,268000.0,264600.0,480000.0
2025-10-24 03:00:00,266940.0,266940.0,480000.0
2025-10-27 03:00:00,257400.0,256700.0,480000.0
2025-10-28 03:00:00,270285.0,265200.0,490000.0
2025-10-29 03:00:00,263300.0,259714.0,481000.0
2025-10-30 03:00:00,264365.0,259360.0,475000.0
2025-10-31 03:00:00,265600.0,261000.0,480000.0
2025-11-03 03:00:00,269000.0,268100.0,490000.0
2025-11-04 03:00:00,263000.0,262000.0,480000.0
2025-11-05 03:00:00,264070.0,265500.0,483500.0
2025-11-06 03:00:00,261000.0,261200.0,480000.0
2025-11-07 03:00:00,255200.0,257300.0,476500.0
2025-11-10 03:00:00,254800.0,257300.0,480000.0
2025-11-11 03:00:00,253425.0,254150.0,480000.0
2025-11-12 03:00:00,254650.0,258150.0,480000.0
2025-11-13 03:00:00,254250.0,258500.0,486000.0
2025-11-14 03:00:00,254000.0,258000.0,478000.0
2025-11-17 03:00:00,250100.0,250800.0,484000.0
2025-11-18 03:00:00,250380.0,257300.0,485000.0
2025-11-19 03:00:00,244500.0,258500.0,480000.0
2025-11-20 03:00:00,235500.0,261000.0,480000.0
2025-11-25 03:00:00,234000.0,266100.0,490000.0
2025-11-26 03:00:00,232600.0,274400.0,500000.0
2025-11-27 03:00:00,237800.0,273800.0,500000.0
2025-11-28 03:00:00,238000.0,274075.0,500000.0
2025-12-01 03:00:00,239450.0,271190.0,500000.0
2025-12-02 03:00:00,247200.0,273000.0,500000.0
2025-12-03 03:00:00,242590.0,272900.0,495000.0
2025-12-04 03:00:00,241000.0,272650.0,494000.0
2025-12-05 03:00:00,235000.0,270940.0,490000.0
2025-12-09 03:00:00,245000.0,275000.0,490000.0
2025-12-10 03:00:00,240000.0,275000.0,496000.0
2025-12-11 03:00:00,241100.0,275000.0,500000.0
2025-12-12 03:00:00,243000.0,276500.0,497000.0
2025-12-15 03:00:00,244400.0,275900.0,497500.0
2025-12-16 03:00:00,246600.0,274000.0,495000.0
2025-12-17 03:00:00,249500.0,273980.0,490000.0
2025-12-18 03:00:00,252350.0,275400.0,494000.0
2025-12-19 03:00:00,255000.0,274000.0,492000.0
2025-12-22 03:00:00,259740.0,274170.0,494500.0
2025-12-23 03:00:00,259560.0,276864.0,495000.0
2025-12-26 03:00:00,259830.0,281480.0,500000.0
2025-12-29 03:00:00,260640.0,282360.0,498000.0
2025-12-30 03:00:00,260280.0,281970.0,500000.0
2026-01-02 03:00:00,264000.0,293000.0,498000.0
2026-01-05 03:00:00,263700.0,292000.0,500000.0
2026-01-06 03:00:00,262800.0,291700.0,504830.0
2026-01-07 03:00:00,262000.0,290200.0,504900.0
2026-01-08 03:00:00,263000.0,290500.0,505000.0
2026-01-09 03:00:00,262800.0,291200.0,505000.0
2026-01-12 03:00:00,263900.0,291700.0,505000.0
2026-01-13 03:00:00,256300.0,282000.0,500000.0
2026-01-14 03:00:00,257000.0,278700.0,500000.0
2026-01-15 03:00:00,254200.0,276400.0,495000.0
2026-01-16 03:00:00,253000.0,274300.0,485000.0
2026-01-19 03:00:00,252400.0,270845.0,485000.0
2026-01-20 03:00:00,252400.0,268000.0,485500.0
2026-01-21 03:00:00,250900.0,267200.0,480500.0
2026-01-22 03:00:00,250700.0,266400.0,479900.0
2026-01-23 03:00:00,252000.0,268000.0,475000.0
2026-01-26 03:00:00,253600.0,269300.0,470000.0
2026-01-27 03:00:00,255100.0,271600.0,475000.0
2026-01-28 03:00:00,258390.0,272745.0,475000.0
2026-01-29 03:00:00,258390.0,272745.0,475000.0
2026-01-30 03:00:00,258840.0,273220.0,476000.0
2026-02-02 03:00:00,259560.0,265000.0,470000.0
2026-02-03 03:00:00,258660.0,261534.0,475000.0
2026-02-04 03:00:00,258930.0,261500.0,475000.0
2026-02-05 03:00:00,257940.0,260500.0,480000.0
2026-02-06 03:00:00,257500.0,259700.0,476500.0
2026-02-09 03:00:00,255370.0,253260.0,470000.0
2026-02-10 03:00:00,253300.0,251460.0,465000.0
