fecha,trigo,maiz,soja,valor_usd,trigo_usd,maiz_usd,soja_usd
2024-04-30,200000.0,158000.0,250000.0,876.5,228.18026240730177,180.2624073017684,285.2253280091272
2024-05-02,200000.0,160000.0,255000.0,878.0,227.79043280182233,182.23234624145786,290.4328018223235
2024-05-03,210000.0,163000.0,261000.0,878.5,239.0438247011952,185.54354012521344,297.0973249857712
2024-05-06,210000.0,165000.0,265000.0,880.0,238.63636363636363,187.5,301.1363636363636
2024-05-07,210000.0,167000.0,271500.0,880.5,238.5008517887564,189.6649630891539,308.34752981260647
2024-05-08,211000.0,165000.0,274000.0,881.5,239.36471922858763,187.18094157685763,310.8338060124787
2024-05-09,218000.0,160000.0,260000.0,882.0,247.16553287981858,181.40589569160997,294.7845804988662
2024-05-10,220000.0,162000.0,260000.0,882.5,249.29178470254956,183.56940509915015,294.61756373937675
2024-05-13,220500.0,164700.0,261800.0,884.0,249.4343891402715,186.31221719457014,296.15384615384613
2024-05-14,230000.0,165000.0,263500.0,885.0,259.88700564971754,186.4406779661017,297.7401129943503
2024-05-15,232000.0,160500.0,269900.0,885.5,261.99887069452285,181.25352907961604,304.79954827780915
2024-05-16,234000.0,156500.0,270500.0,886.0,264.1083521444695,176.63656884875846,305.30474040632055
2024-05-17,238000.0,154000.0,272000.0,886.5,268.47151720248166,173.71686407219403,306.8245910885505
2024-05-20,235000.0,154500.0,277000.0,888.5,264.49071468767585,173.8885762521103,311.76139561057965
2024-05-21,237000.0,155000.0,278000.0,889.0,266.5916760404949,174.35320584926885,312.710911136108
2024-05-22,242000.0,157000.0,284500.0,889.5,272.0629567172569,176.50365373805508,319.8426082068578
2024-05-23,247000.0,162000.0,289000.0,890.0,277.5280898876405,182.02247191011236,324.7191011235955
2024-05-24,248500.0,163000.0,285000.0,890.5,279.056709713644,183.04323413812466,320.0449185850646
2024-05-27,249000.0,163000.0,285000.0,893.5,278.6793508673755,182.42865137101288,318.97034135422496
2024-05-28,249000.0,163000.0,285000.0,893.5,278.6793508673755,182.42865137101288,318.97034135422496
2024-05-29,249000.0,162500.0,289500.0,893.5,278.6793508673755,181.86905428091774,324.0067151650811
2024-05-30,248000.0,159000.0,289500.0,894.0,277.4049217002237,177.8523489932886,323.8255033557047
2024-05-31,246000.0,158000.0,290000.0,895.5,274.7068676716918,176.43774427694026,323.84142936906755
2024-06-03,240000.0,158000.0,285000.0,897.0,267.55852842809367,176.14269788182833,317.7257525083612
2024-06-04,240000.0,160000.0,282000.0,897.0,267.55852842809367,178.37235228539578,314.38127090301003
2024-06-05,238000.0,161500.0,282000.0,898.5,264.8859209794101,179.74401780745688,313.85642737896495
2024-06-06,235000.0,165000.0,290000.0,898.0,261.6926503340757,183.74164810690422,322.93986636971044
2024-06-07,233000.0,163500.0,285000.0,899.0,259.17686318131257,181.86874304783092,317.01890989988874
2024-06-10,229500.0,165000.0,290000.0,902.0,254.43458980044346,182.9268292682927,321.50776053215077
2024-06-11,230000.0,165000.0,291000.0,902.0,254.9889135254989,182.9268292682927,322.61640798226165
2024-06-12,230000.0,165500.0,292000.0,901.5,255.13033832501387,183.58291735995562,323.90460343871325
2024-06-13,230000.0,166800.0,293000.0,902.0,254.9889135254989,184.92239467849225,324.83370288248335
2024-06-14,229900.0,165000.0,293000.0,903.5,254.45489762036524,182.62313226342005,324.2944106253459
2024-06-18,224900.0,164000.0,285000.0,905.0,248.50828729281767,181.21546961325967,314.9171270718232
2024-06-19,224900.0,162800.0,285000.0,907.5,247.8236914600551,179.3939393939394,314.0495867768595
2024-06-24,220000.0,159000.0,286000.0,908.5,242.15740231150247,175.01375894331315,314.8046230049532
2024-06-25,219800.0,159000.0,280000.0,909.0,241.8041804180418,174.91749174917493,308.03080308030803
2024-06-26,220000.0,162000.0,281000.0,911.0,241.4928649835346,177.82656421514818,308.4522502744237
2024-06-27,220000.0,162300.0,280000.0,911.5,241.36039495337357,178.05814591332967,307.18595721338454
2024-06-28,219800.0,159500.0,280000.0,912.0,241.00877192982455,174.890350877193,307.0175438596491
2024-07-01,219800.0,159500.0,283500.0,914.0,240.48140043763675,174.50765864332604,310.1750547045952
2024-07-02,226000.0,160500.0,286500.0,914.5,247.1295790049207,175.50574084199016,313.2859486057955
2024-07-03,229900.0,160000.0,286500.0,915.0,251.2568306010929,174.86338797814207,313.11475409836066
2024-07-04,230000.0,157500.0,285500.0,916.0,251.09170305676855,171.94323144104803,311.68122270742356
2024-07-05,230500.0,156200.0,290000.0,918.0,251.08932461873638,170.15250544662308,315.9041394335512
2024-07-08,228000.0,150000.0,281000.0,918.5,248.2308111050626,163.3097441480675,305.9335873707131
2024-07-10,227000.0,150000.0,280000.0,919.5,246.87330070690592,163.1321370309951,304.51332245785756
2024-07-11,227500.0,154850.0,285000.0,920.0,247.2826086956522,168.31521739130434,309.7826086956522
2024-07-12,229000.0,155000.0,285500.0,921.5,248.50786760716224,168.20401519262072,309.8209441128595
2024-07-15,230000.0,150500.0,280500.0,923.0,249.18743228602384,163.05525460455038,303.9003250270856
2024-07-16,227000.0,151500.0,285000.0,923.5,245.8040064970222,164.0498105035192,308.6085544125609
2024-07-17,227000.0,153500.0,285000.0,924.0,245.67099567099567,166.12554112554113,308.4415584415584
2024-07-18,226500.0,150500.0,285500.0,925.5,244.7325769854133,162.61480280929229,308.48190167477037
2024-07-19,230000.0,151000.0,285500.0,927.5,247.97843665768195,162.8032345013477,307.8167115902965
2024-07-22,230000.0,155000.0,290000.0,926.5,248.24608742579602,167.29627630868862,313.0059363194819
2024-07-23,230000.0,160000.0,290000.0,927.0,248.11218985976268,172.5997842502697,312.83710895361384
2024-07-24,230000.0,160000.0,290000.0,928.0,247.8448275862069,172.41379310344828,312.5
2024-07-25,230000.0,160000.0,293500.0,930.0,247.31182795698925,172.04301075268816,315.59139784946234
2024-07-26,231000.0,155800.0,285000.0,931.5,247.98711755233495,167.2571121846484,305.9581320450886
2024-07-29,231000.0,154900.0,285000.0,932.0,247.8540772532189,166.20171673819743,305.79399141630904
2024-07-30,231000.0,155000.0,285000.0,932.5,247.72117962466487,166.21983914209116,305.6300268096515
2024-07-31,231000.0,152000.0,282000.0,932.0,247.8540772532189,163.09012875536482,302.57510729613733
2024-08-01,230000.0,151800.0,285000.0,933.0,246.5166130760986,162.7009646302251,305.4662379421222
2024-08-02,231000.0,155000.0,285500.0,935.0,247.05882352941177,165.77540106951872,305.3475935828877
2024-08-05,232000.0,160000.0,290000.0,935.5,247.99572421165152,171.03153393907002,309.9946552645644
2024-08-06,235000.0,160000.0,290000.0,936.5,250.93432995194874,170.84890549919913,309.66364121729845
2024-08-07,239000.0,160000.0,287000.0,936.5,255.20555258942872,170.84890549919913,306.46022423918845
2024-08-08,240000.0,160000.0,285000.0,937.0,256.136606189968,170.75773745997864,304.162219850587
2024-08-09,240000.0,160000.0,285000.0,939.0,255.59105431309905,170.3940362087327,303.51437699680514
2024-08-12,240000.0,160000.0,280000.0,939.5,255.45502927088876,170.3033528472592,298.03086748270357
2024-08-13,230000.0,160000.0,280000.0,940.5,244.55077086656033,170.12227538543328,297.71398192450823
2024-08-14,230000.0,160000.0,280000.0,941.0,244.42082890541977,170.03188097768333,297.5557917109458
2024-08-15,230000.0,160000.0,285000.0,941.5,244.29102496016995,169.94158258098778,302.7084439723845
2024-08-16,230000.0,160000.0,285000.0,944.0,243.64406779661016,169.4915254237288,301.90677966101697
2024-08-19,230000.0,161000.0,289300.0,944.0,243.64406779661016,170.55084745762713,306.4618644067797
2024-08-20,230000.0,161800.0,291000.0,944.5,243.51508734780307,171.30757014293278,308.0995235574378
2024-08-21,230000.0,163000.0,293000.0,945.0,243.3862433862434,172.48677248677248,310.0529100529101
2024-08-22,230000.0,163000.0,290000.0,946.0,243.12896405919662,172.3044397463002,306.553911205074
2024-08-23,228000.0,163000.0,291000.0,948.5,240.37954665260938,171.85028993147074,306.8002108592514
2024-08-26,225000.0,163000.0,293500.0,950.5,236.7175170962651,171.48869016307208,308.78485007890583
2024-08-27,230000.0,165000.0,297000.0,950.0,242.10526315789474,173.68421052631578,312.63157894736844
2024-08-28,225000.0,165000.0,295000.0,949.5,236.96682464454977,173.77567140600317,310.68983675618745
2024-08-29,225000.0,165000.0,300000.0,951.0,236.59305993690853,173.50157728706625,315.45741324921136
2024-08-30,223000.0,165000.0,297000.0,953.5,233.87519664394335,173.046670162559,311.4840062926062
2024-09-02,220000.0,165000.0,295000.0,953.0,230.84994753410282,173.1374606505771,309.54879328436516
2024-09-03,220000.0,169500.0,300000.0,953.5,230.72889355007865,177.76612480335606,314.6303093864709
2024-09-04,220000.0,170000.0,300000.0,954.5,230.48716605552644,178.10371922472498,314.3006809848088
2024-09-05,220000.0,169900.0,295000.0,954.5,230.48716605552644,177.99895233106338,309.06233630172864
2024-09-06,220000.0,169000.0,292000.0,958.0,229.64509394572025,176.40918580375782,304.8016701461378
2024-09-09,214000.0,165000.0,295000.0,958.5,223.26551904016694,172.14397496087636,307.77256129368806
2024-09-10,214000.0,166500.0,293800.0,958.0,223.3820459290188,173.79958246346555,306.68058455114823
2024-09-11,211000.0,167000.0,295000.0,958.5,220.1356285863328,174.23056859676578,307.77256129368806
2024-09-12,214000.0,167000.0,297000.0,960.5,222.80062467464862,173.86777719937533,309.21395106715255
2024-09-13,214000.0,169900.0,295100.0,962.0,222.45322245322245,176.6112266112266,306.7567567567568
2024-09-16,214000.0,165500.0,295000.0,962.0,222.45322245322245,172.03742203742203,306.65280665280665
2024-09-17,205000.0,166250.0,295000.0,962.0,213.0977130977131,172.8170478170478,306.65280665280665
2024-09-18,205000.0,167500.0,300000.0,963.5,212.7659574468085,173.84535547483134,311.3648157758173
2024-09-19,205000.0,169500.0,300000.0,963.5,212.7659574468085,175.92112091333678,311.3648157758173
2024-09-20,205000.0,169500.0,300000.0,965.5,212.32522009321596,175.5567063697566,310.7198342827551
2024-09-23,205000.0,170000.0,300000.0,966.0,212.21532091097308,175.98343685300208,310.55900621118013
2024-09-24,195000.0,170000.0,300000.0,966.5,201.75892395240558,175.89239524055873,310.3983445421624
2024-09-25,195000.0,172000.0,300000.0,969.0,201.23839009287926,177.50257997936018,309.59752321981426
2024-09-26,200000.0,172000.0,305000.0,968.5,206.50490449148168,177.59421786267424,314.91997934950956
2024-09-27,200000.0,174950.0,305000.0,970.0,206.18556701030928,180.36082474226805,314.4329896907216
2024-09-30,200000.0,179000.0,310000.0,970.5,206.07934054611025,184.44100978876867,319.42297784647087
2024-10-01,200000.0,180000.0,315000.0,971.0,205.97322348094747,185.37590113285273,324.4078269824923
2024-10-02,210000.0,181800.0,315000.0,971.5,216.1605764282038,187.13329902213073,324.2408646423057
2024-10-03,210000.0,181500.0,310000.0,973.0,215.8273381294964,186.5364850976362,318.60226104830423
2024-10-04,210000.0,180500.0,310000.0,974.5,215.49512570548998,185.22319138019498,318.1118522319138
2024-10-07,210000.0,180000.0,305000.0,975.5,215.27421834956434,184.52075858534084,312.6601742696053
2024-10-08,210000.0,180000.0,305000.0,975.5,215.27421834956434,184.52075858534084,312.6601742696053
2024-10-09,210000.0,181000.0,300000.0,976.0,215.1639344262295,185.45081967213116,307.37704918032784
2024-10-10,210000.0,180500.0,300000.0,979.0,214.50459652706843,184.37180796731357,306.43513789581203
2024-10-14,219000.0,177000.0,300000.0,980.0,223.46938775510205,180.6122448979592,306.1224489795918
2024-10-15,215000.0,177500.0,303000.0,980.5,219.27587965323815,181.03008669046406,309.0260071392147
2024-10-16,215000.0,179000.0,305000.0,981.0,219.16411824668705,182.46687054026503,310.9072375127421
2024-10-17,215000.0,180000.0,305800.0,981.5,219.05247070809986,183.39276617422314,311.5639327559857
2024-10-18,207500.0,180000.0,310000.0,984.5,210.7668867445404,182.83392585068563,314.8806500761808
2024-10-21,205000.0,182000.0,311200.0,984.0,208.33333333333334,184.95934959349594,316.260162601626
2024-10-22,204500.0,182900.0,310000.0,984.5,207.71965464702896,185.77958354494666,314.8806500761808
2024-10-23,203000.0,180000.0,312500.0,985.5,205.98680872653475,182.64840182648402,317.09791983764586
2024-10-24,200000.0,180000.0,314900.0,986.0,202.83975659229208,182.5557809330629,319.37119675456387
2024-10-25,195000.0,180000.0,308000.0,988.0,197.3684210526316,182.18623481781376,311.7408906882591
2024-10-28,195000.0,177800.0,305000.0,988.5,197.26858877086494,179.8684876074861,308.54830551340416
2024-10-29,196500.0,177800.0,302000.0,989.0,198.685540950455,179.77755308392315,305.35894843276037
2024-10-30,195000.0,178000.0,305000.0,990.0,196.96969696969697,179.7979797979798,308.0808080808081
2024-10-31,195000.0,178000.0,303000.0,992.0,196.57258064516128,179.43548387096774,305.44354838709677
2024-11-01,195000.0,180000.0,301000.0,993.0,196.37462235649548,181.2688821752266,303.12185297079554
2024-11-04,195000.0,180000.0,306500.0,993.0,196.37462235649548,181.2688821752266,308.6606243705942
2024-11-05,195000.0,180000.0,306300.0,994.5,196.07843137254903,180.99547511312218,307.99396681749624
2024-11-07,197000.0,183000.0,310000.0,995.0,197.98994974874373,183.91959798994975,311.5577889447236
2024-11-08,190000.0,185200.0,309500.0,997.0,190.57171514543631,185.75727181544633,310.43129388164493
2024-11-11,190000.0,185000.0,305200.0,998.0,190.3807615230461,185.37074148296594,305.811623246493
2024-11-12,190000.0,185000.0,305000.0,998.5,190.28542814221333,185.27791687531297,305.4581872809214
2024-11-13,189500.0,186300.0,301000.0,999.0,189.6896896896897,186.48648648648648,301.3013013013013
2024-11-14,187000.0,185000.0,300000.0,999.5,187.0935467733867,185.09254627313658,300.1500750375188
2024-11-15,183000.0,183000.0,304000.0,1002.5,182.5436408977556,182.5436408977556,303.2418952618454
2024-11-19,189000.0,185000.0,300000.0,1003.0,188.4346959122632,184.44666001994017,299.1026919242273
2024-11-20,191500.0,185000.0,299800.0,1003.5,190.83208769307424,184.35475834578975,298.7543597409068
2024-11-21,191500.0,185000.0,295000.0,1005.0,190.54726368159203,184.07960199004975,293.5323383084577
2024-11-22,190000.0,184000.0,292000.0,1007.0,188.67924528301887,182.72095332671302,289.9702085402185
2024-11-25,189000.0,182500.0,295000.0,1007.0,187.68619662363457,181.23138033763655,292.9493545183714
2024-11-26,190000.0,182500.0,294900.0,1008.0,188.4920634920635,181.0515873015873,292.5595238095238
2024-11-27,192000.0,182800.0,295000.0,1008.5,190.38175508180467,181.25929598413487,292.51363411006446
2024-11-28,192900.0,182000.0,293000.0,1009.0,191.17938553022796,180.37661050545094,290.38652130822595
2024-11-29,191000.0,182000.0,293000.0,1011.5,188.82847256549678,179.93079584775086,289.66880869995055
2024-12-02,190000.0,180000.0,290000.0,1012.5,187.65432098765433,177.77777777777777,286.41975308641975
2024-12-03,190000.0,182800.0,295000.0,1012.5,187.65432098765433,180.54320987654322,291.358024691358
2024-12-04,190000.0,183000.0,295000.0,1013.0,187.56169792694965,180.65153010858836,291.2142152023692
2024-12-05,190000.0,183000.0,295000.0,1013.5,187.46916625555008,180.56240749876665,291.0705476073014
2024-12-06,194200.0,183000.0,296500.0,1015.5,191.2358444116199,180.20679468242244,291.97439684884296
2024-12-09,194500.0,180500.0,295100.0,1016.5,191.342843089031,177.57009345794393,290.30988686669946
2024-12-10,195200.0,180500.0,297000.0,1017.0,191.937069813176,177.48279252704032,292.0353982300885
2024-12-11,195000.0,180500.0,297000.0,1017.5,191.64619164619165,177.3955773955774,291.8918918918919
2024-12-12,195000.0,180500.0,295000.0,1019.0,191.3640824337586,177.13444553483808,289.49950932286555
2024-12-13,195000.0,180000.0,291000.0,1020.5,191.0828025477707,176.38412542871143,285.15433610975015
2024-12-16,195000.0,180000.0,290000.0,1022.5,190.70904645476773,176.03911980440097,283.61858190709046
2024-12-17,196000.0,180500.0,285000.0,1021.5,191.87469407733724,176.70093000489476,279.0014684287812
2024-12-18,199500.0,184800.0,280000.0,1022.5,195.11002444987776,180.73349633251834,273.83863080684597
2024-12-19,198500.0,183500.0,280000.0,1023.0,194.03714565004887,179.3743890518084,273.7047898338221
2024-12-20,198000.0,187000.0,280000.0,1025.0,193.17073170731706,182.4390243902439,273.1707317073171
2024-12-23,199000.0,187000.0,281000.0,1028.5,193.48565872630044,181.8181818181818,273.2134175984443
2024-12-26,199000.0,190000.0,286500.0,1029.5,193.29771733851385,184.55560951918406,278.2904322486644
2024-12-27,200000.0,190000.0,285000.0,1031.5,193.89238972370333,184.19777023751817,276.29665535627726
2024-12-30,200000.0,190000.0,285000.0,1032.0,193.7984496124031,184.10852713178295,276.16279069767444
2025-01-02,199500.0,190000.0,290000.0,1032.5,193.22033898305085,184.01937046004844,280.8716707021792
2025-01-03,195000.0,190000.0,285000.0,1035.5,188.3148237566393,183.4862385321101,275.22935779816515
2025-01-06,195000.0,191900.0,289000.0,1035.5,188.3148237566393,185.32110091743118,279.09222597778853
2025-01-07,195000.0,193800.0,288000.0,1036.0,188.22393822393823,187.06563706563708,277.992277992278
2025-01-08,196500.0,195000.0,287900.0,1036.5,189.58031837916064,188.13314037626628,277.76169802219005
2025-01-09,196500.0,198000.0,288000.0,1037.5,189.3975903614458,190.84337349397592,277.5903614457831
2025-01-10,197000.0,200000.0,292500.0,1039.5,189.51418951418952,192.4001924001924,281.38528138528136
2025-01-13,197000.0,205000.0,295000.0,1040.0,189.42307692307693,197.1153846153846,283.65384615384613
2025-01-14,196000.0,205000.0,295500.0,1041.0,188.2804995196926,196.926032660903,283.86167146974066
2025-01-15,196000.0,206000.0,295000.0,1042.0,188.09980806142033,197.69673704414586,283.10940499040305
2025-01-16,199000.0,205000.0,285000.0,1042.0,190.978886756238,196.7370441458733,273.51247600767755
2025-01-17,198000.0,209000.0,290000.0,1044.0,189.6551724137931,200.19157088122606,277.77777777777777
2025-01-20,198000.0,206500.0,290000.0,1046.5,189.2021022455805,197.32441471571906,277.1141901576684
2025-01-21,199000.0,209300.0,293000.0,1047.0,190.0668576886342,199.90448901623688,279.847182425979
2025-01-22,200000.0,211500.0,295000.0,1048.0,190.83969465648855,201.81297709923663,281.48854961832063
2025-01-23,202000.0,213000.0,295500.0,1048.5,192.6561754887935,203.14735336194565,281.83118741058655
2025-01-24,202000.0,213000.0,295500.0,1049.0,192.56434699714012,203.0505243088656,281.69685414680646
2025-01-27,202000.0,213000.0,295500.0,1050.5,192.2893860066635,202.76059019514517,281.2946216087577
2025-01-28,209500.0,215000.0,310000.0,1051.0,199.33396764985727,204.56707897240724,294.9571836346337
2025-01-29,213000.0,221500.0,315000.0,1051.5,202.56776034236805,210.65145030908226,299.57203994293866
2025-01-30,213000.0,224000.0,315000.0,1052.0,202.47148288973384,212.9277566539924,299.4296577946768
2025-01-31,213000.0,223000.0,315000.0,1053.5,202.1831988609397,211.6753678215472,299.0033222591362
2025-02-03,210000.0,223000.0,315000.0,1054.25,199.19373962532606,211.524780649751,298.7906094379891
2025-02-04,210000.0,225000.0,320000.0,1054.25,199.19373962532606,213.4218638842779,303.53331752430637
2025-02-05,214000.0,224000.0,320000.0,1054.5,202.9397818871503,212.42294926505454,303.46135609293503
2025-02-06,220000.0,224000.0,320000.0,1054.75,208.5802322825314,212.3726001422138,303.3894287745911
2025-02-07,220000.0,220000.0,322000.0,1055.75,208.38266635093535,208.38266635093535,304.99644802273264
2025-02-10,220000.0,220000.0,322000.0,1056.5,208.23473734027448,208.23473734027448,304.7799337434927
2025-02-11,220000.0,220000.0,325000.0,1056.5,208.23473734027448,208.23473734027448,307.61949834358734
2025-02-12,220000.0,219000.0,320000.0,1056.75,208.1854743316773,207.2391767210788,302.8152353915306
2025-02-13,219500.0,218000.0,325000.0,1057.75,207.51595367525408,206.097849208225,307.25596785629875
2025-02-14,220000.0,217000.0,330000.0,1058.25,207.89038506969052,205.05551618237658,311.8355776045358
2025-02-17,220000.0,215000.0,330000.0,1059.25,207.69412320037762,202.97380221855087,311.54118480056644
2025-02-18,221500.0,216000.0,331400.0,1059.0,209.15958451369215,203.96600566572238,312.9367327667611
2025-02-19,223000.0,217000.0,331400.0,1059.25,210.52631578947367,204.86193061128157,312.86287467547794
2025-02-20,223000.0,218000.0,332000.0,1059.75,210.4269874970512,205.70889360698277,313.28143430054257
2025-02-21,226000.0,215000.0,330000.0,1060.75,213.0567994343625,202.68677822295547,311.1006363422107
2025-02-24,226000.0,212000.0,326000.0,1061.0,213.00659754948163,199.8114985862394,307.25730442978323
2025-02-25,225000.0,211500.0,330000.0,1061.5,211.9642016015073,199.24634950541687,310.88082901554407
2025-02-26,224500.0,214500.0,330000.0,1061.75,211.44337179185308,202.02495879444314,310.8076289145279
2025-02-27,221200.0,214800.0,331000.0,1062.25,208.23723228995058,202.21228524358673,311.6027300541304
2025-02-28,219500.0,214800.0,322500.0,1064.75,206.15167879783988,201.73749706503875,302.8880018783752
2025-03-05,213000.0,208500.0,318500.0,1064.25,200.14094432699085,195.91261451726567,299.27178764388066
2025-03-06,212000.0,212000.0,329000.0,1064.5,199.154532644434,199.154532644434,309.06528886801317
2025-03-07,214000.0,210000.0,330000.0,1066.5,200.65635255508673,196.9057665260197,309.42334739803096
2025-03-10,215000.0,207500.0,328500.0,1066.0,201.68855534709192,194.65290806754223,308.16135084427765
2025-03-11,222500.0,208000.0,329000.0,1066.5,208.6263478668542,195.03047351148618,308.4857008907642
2025-03-12,223500.0,206000.0,320500.0,1066.75,209.5148816498711,193.1099132880244,300.4452777126787
